found_in,star_id,ra,dec,mag,peak,snr,tile,missing_jwst,missing_hst,in_jwst_fp,in_hst_fp,missing_euclid,in_euclid_fp,in_jwst_pix,in_hst_pix,real_orphan,gaia_bright_veto
Euclid VIS,VIS_101542817_0827249,149.9684014732401,1.9137082340083578,0.07516580820083618,0.06129978597164154,45.06758117675781,101542817,True,True,True,True,False,False,False,True,True,False
Euclid VIS,VIS_101541376_0516837,149.85316181346897,1.8028341952859486,0.7469863295555115,0.051825087517499924,45.06611633300781,101541376,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101539938_0291142,150.42691294114158,1.6396250948846285,0.8164649605751038,0.05524798110127449,45.06565856933594,101539938,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A8_0524687,149.96614338016667,1.863946100152998,-3.135399580001831,1.3411825895309448,45.06413650512695,A8,False,True,False,True,True,True,False,True,True,False
Euclid VIS,VIS_101545698_1574148,150.37518201031637,2.4124543010148862,0.3384155035018921,0.07189362496137619,45.063636779785156,101545698,False,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101545697_1554244,149.9822238528244,2.545326544739638,0.9756792187690735,0.06463232636451721,45.06352233886719,101545697,False,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_B10_0723713,150.45596452945185,2.231301658435667,-2.2151129245758057,1.3698724508285522,45.063209533691406,B10,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A4_0317732,150.2764639769632,2.0584527262860273,-3.672654867172241,1.3304293155670166,45.06170654296875,A4,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101544257_1229821,150.07497417893407,2.3866424919956972,0.6310837864875793,0.05620058625936508,45.06148910522461,101544257,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101542817_0792477,150.2083604137182,1.8620639000848547,0.1584690660238266,0.06129024177789688,45.06056594848633,101542817,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101542817_0841256,149.9295120642849,2.0264511466957478,-0.015158131718635559,0.06129007413983345,45.06044006347656,101542817,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101545699_1605482,150.54689893463325,2.3736429007016464,-0.8275139331817627,0.0966465026140213,45.06032180786133,101545699,True,True,True,True,False,False,False,True,True,False
Euclid VIS,VIS_101544254_1062414,149.44924403782952,2.2028731430991155,0.5557587146759033,0.07356303185224533,45.058807373046875,101544254,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101541376_0529392,149.68999153148468,1.8830833929574904,0.4091286063194275,0.05181317776441574,45.055763244628906,101541376,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B4_0877095,150.34890950156247,2.341085831597879,-3.295421600341797,1.3346540927886963,45.05369186401367,B4,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A1_0048962,149.81323475083306,2.2622053129395012,-3.535595417022705,1.2710179090499878,45.0523796081543,A1,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B6_1000611,149.94110088177823,2.35371567843998,-2.6223304271698,1.3419382572174072,45.04883575439453,B6,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101542820_0958009,150.76967675029928,1.875022441939337,0.4096015989780426,0.09098982065916061,45.04726791381836,101542820,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101542817_0829863,150.00512576516005,1.9328281047604203,1.060325026512146,0.06127163767814636,45.0468864440918,101542817,True,True,True,True,False,False,False,True,True,False
Euclid VIS,VIS_101544257_1192033,150.11015369970724,2.1353082498832947,0.8680747747421265,0.0561821311712265,45.04669189453125,101544257,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101547135_1797531,149.9265735650903,2.6464177849455734,-0.246219202876091,0.07844623178243637,45.046607971191406,101547135,False,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A9_0600731,150.22660273098128,1.8437876941001299,-2.7297091484069824,1.3304952383041382,45.04237365722656,A9,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A4_0333500,150.20445610925876,2.157917486693117,-2.6610913276672363,1.3298578262329102,45.0423469543457,A4,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101539939_0358197,150.4373733579079,1.6013707953293341,0.7103394865989685,0.0713590532541275,45.04106521606445,101539939,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101547137_1995467,150.3049574035564,2.6397905250370233,0.26618704199790955,0.08437901735305786,45.03525161743164,101547137,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101547135_1809879,149.8461087284814,2.693082159144309,-0.6073138117790222,0.07842531055212021,45.03459167480469,101547135,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101539939_0360817,150.64678440642004,1.626079919338779,1.0092509984970093,0.07134582102298737,45.032711029052734,101539939,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101544256_1170929,149.97806751214063,2.3541348126001744,1.006696343421936,0.051074303686618805,45.03080368041992,101544256,True,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_B8_1153995,150.25169916058863,2.337166304031771,-2.9112939834594727,1.2999569177627563,45.03060531616211,B8,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101541379_0561624,150.6267928371961,1.684873998044689,0.4771400988101959,0.06711085885763168,45.0303840637207,101541379,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A7_0493825,149.90000572576503,2.011972296620466,-3.6898393630981445,1.3320895433425903,45.03021240234375,A7,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101541379_0582334,150.5753478064966,1.8590385541473784,0.05140743404626846,0.06710567325353622,45.02690505981445,101541379,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101542817_0839227,150.1841361846865,2.0094367438448493,0.45765504240989685,0.061244331300258636,45.02680969238281,101542817,True,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_B2_0755953,150.07550370318415,2.438183864219977,-3.6610116958618164,1.343032717704773,45.0255126953125,B2,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101545699_1634916,150.57831143141044,2.5460526455817343,-0.8511806130409241,0.09656578302383423,45.02268600463867,101545699,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B6_1028432,149.8985670658695,2.4730608132606817,-3.722705602645874,1.341112732887268,45.021121978759766,B6,False,True,False,True,True,True,False,True,True,False
Euclid VIS,VIS_101544257_1219984,149.98651229499657,2.321060868469891,1.0690953731536865,0.056150056421756744,45.020973205566406,101544257,True,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_B5_0959020,150.47160802507,2.4059104433488767,-3.4697093963623047,1.3823660612106323,45.01984786987305,B5,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A5_0353624,150.37516874980886,1.9395293144697663,-3.683454990386963,1.3570374250411987,45.0190315246582,A5,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B9_1217462,150.33536403710733,2.304475673946128,-3.58066987991333,1.3152210712432861,45.018245697021484,B9,False,True,False,True,True,True,False,True,True,False
Euclid VIS,VIS_101545697_1536090,150.03069544473112,2.3980472334091485,0.8790640830993652,0.06456645578145981,45.01759338378906,101545697,False,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_A8_0550041,150.02546067331733,1.9408001559796502,-3.5498979091644287,1.339660406112671,45.01298904418945,A8,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B8_1145080,150.25383601864766,2.306424299726067,-3.1968400478363037,1.2994351387023926,45.01253128051758,B8,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B2_0798242,150.1769642396019,2.584157463598289,-3.0662970542907715,1.342644453048706,45.01249694824219,B2,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101545698_1591497,150.3335935431141,2.549520524088876,-0.13572990894317627,0.07181116193532944,45.01194763183594,101545698,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101544258_1265967,150.37557273729635,2.2859126523234874,-0.3793784976005554,0.0625683143734932,45.01116943359375,101544258,True,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_A3_0246420,150.04107075296093,2.155389026883363,-3.4071710109710693,1.3068921566009521,45.011146545410156,A3,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A9_0623361,150.22354271839592,1.9220912262324197,-3.689056634902954,1.3295506238937378,45.01039505004883,A9,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101541376_0489959,149.67121796681695,1.6225326387437502,0.10167376697063446,0.05175875127315521,45.0084342956543,101541376,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101542816_0771001,149.82866776992412,1.9829723486014408,0.09355109930038452,0.06389228999614716,45.008216857910156,101542816,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101544257_1201633,150.10415184576635,2.195465850544928,0.8433517813682556,0.05613408610224724,45.0081672668457,101544257,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_B10_0711890,150.4153614830622,2.171040083565493,-3.6125564575195312,1.3681907653808594,45.00788879394531,B10,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101541376_0492899,149.8206764883675,1.6416749657116927,0.8558380603790283,0.05175735801458359,45.00722122192383,101541376,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101547135_1830399,149.85356675193998,2.7977145078956744,-0.1381867527961731,0.0783744677901268,45.00539779663086,101547135,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101541376_0521418,149.67857205542072,1.831309262044232,1.158322811126709,0.051749613136053085,45.00048828125,101541376,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101542816_0776897,149.89946506551675,2.0297469828134784,0.6898171305656433,0.0638805702328682,44.999961853027344,101542816,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_B4_0890829,150.43339613574628,2.3816395355421998,-2.354722738265991,1.333028793334961,44.99882507324219,B4,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101545699_1612189,150.54653108115266,2.413309554015977,0.07988525927066803,0.09651444107294083,44.998748779296875,101545699,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A3_0247076,150.04111507724394,2.155626441991108,-3.612525701522827,1.3064571619033813,44.99616622924805,A3,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101544260_1386424,150.74147820265247,2.3443870520379977,-0.7474496364593506,0.08896735310554504,44.99516296386719,101544260,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B10_0746482,150.43804089311874,2.298946929075143,-1.4603245258331299,1.367765188217163,44.99388885498047,B10,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101541379_0581030,150.55270905621728,1.850203782034854,-0.35634100437164307,0.06705574691295624,44.993404388427734,101541379,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B5_0940073,150.45210108132133,2.3081287759673934,-3.5829248428344727,1.3814854621887207,44.99116897583008,B5,False,True,False,True,True,True,False,True,True,False
JWST F115W,F115W_B4_0880405,150.35500985578724,2.3586956548061457,-3.52264404296875,1.3327561616897583,44.9896240234375,B4,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A3_0234368,150.03950113675378,2.1338387573135336,-3.236751079559326,1.3062506914138794,44.98905563354492,A3,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101544257_1208921,150.11934234686646,2.2439113551496246,0.053990740329027176,0.05610961839556694,44.98855209350586,101544257,False,True,True,True,False,False,False,True,True,False
Euclid VIS,VIS_101544257_1221374,150.1921373099421,2.330220296912185,0.6690388917922974,0.05610938370227814,44.98836135864258,101544257,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101542818_0913485,150.45057305761492,2.0139122230069306,-0.1649027168750763,0.06884120404720306,44.987693786621094,101542818,True,True,True,True,False,False,False,True,True,False
Euclid VIS,VIS_101542817_0804324,150.16057603458447,1.8786186156303617,0.8887742757797241,0.06119010969996452,44.98694610595703,101542817,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101541379_0574623,150.6008073556203,1.7995008433079533,-0.3600308895111084,0.06704285740852356,44.98475646972656,101541379,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B6_1029886,149.92911772187358,2.4682688400353636,-3.3595046997070312,1.3399415016174316,44.98180389404297,B6,False,True,False,True,True,True,False,True,True,False
Euclid VIS,VIS_101541379_0554188,150.68095366214686,1.6184767071919939,0.8188223838806152,0.06703735142946243,44.98106002807617,101541379,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101541380_0599042,150.68546445966595,1.6715200502913177,-0.8002289533615112,0.10845338553190231,44.97975540161133,101541380,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A9_0594649,150.1580514273801,1.8390783429972248,-3.0335628986358643,1.3286319971084595,44.97929382324219,A9,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101542818_0935896,150.39284947336756,2.079571258960751,0.4986457824707031,0.06882674992084503,44.978248596191406,101542818,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_B3_0823684,150.26844067689527,2.415801582508258,-3.6998419761657715,1.3282572031021118,44.9772834777832,B3,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101544258_1248408,150.38125142757215,2.161440382814778,0.7122540473937988,0.06252060830593109,44.97685241699219,101544258,False,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101542816_0751715,149.92726301445077,1.9413672798025652,0.25124481320381165,0.0638420432806015,44.97282028198242,101542816,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A10_0089664,150.25326586081508,1.831341339226705,-3.528224229812622,1.3301358222961426,44.972434997558594,A10,False,True,False,True,True,True,False,True,True,False
JWST F115W,F115W_A3_0254741,150.04230192636265,2.1579089382989793,-3.596212863922119,1.3057620525360107,44.972225189208984,A3,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101547136_1905091,150.2393172230468,2.6862801912078447,-0.6888738870620728,0.08664212375879288,44.972164154052734,101547136,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B2_0788801,150.17397388561503,2.542454058310558,-3.2682480812072754,1.341423749923706,44.97157287597656,B2,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101541379_0559158,150.44835415818088,1.6623075522843056,0.9296253323554993,0.06702257692813873,44.97114944458008,101541379,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101545697_1534756,150.15204482006814,2.3893137555184754,0.17248642444610596,0.064498670399189,44.970333099365234,101545697,False,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_A8_0538482,150.05872385303374,1.8876747597803971,-3.198439836502075,1.3383787870407104,44.96992492675781,A8,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A9_0588107,150.21390186285262,1.7883744744288645,-3.147735357284546,1.3283510208129883,44.969783782958984,A9,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101544258_1275126,150.26188345097046,2.3483067432551703,0.12931838631629944,0.0625089779496193,44.968482971191406,101544258,False,True,True,True,False,False,False,True,True,False
Euclid VIS,VIS_101541375_0478312,149.641996015835,1.8311713428908578,0.6312039494514465,0.0576976016163826,44.96784591674805,101541375,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A9_0627546,150.26521251960216,1.9260405902684026,-3.6156468391418457,1.328252911567688,44.966461181640625,A9,False,True,False,True,True,True,False,True,True,False
JWST F115W,F115W_A8_0523880,150.02113264265697,1.8434435182504634,-2.897463798522949,1.3382173776626587,44.96450424194336,A8,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101541375_0485519,149.44020806014902,1.8792596004538027,-0.2233162224292755,0.05769183859229088,44.96335220336914,101541375,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B8_1105166,150.1545975946828,2.1935608760377976,-3.1813626289367676,1.2980120182037354,44.963233947753906,B8,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101545698_1582329,150.44257524358298,2.476409626271285,0.0017664062324911356,0.0717330127954483,44.96296310424805,101545698,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101544258_1245186,150.46358954935636,2.147634563928896,0.585405170917511,0.06249871850013733,44.96110534667969,101544258,False,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101547136_1898987,150.03816203888903,2.62634524273802,-0.508770227432251,0.08661961555480957,44.96048355102539,101547136,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101541376_0513484,149.74352264370552,1.780978922274252,1.2647407054901123,0.051702532917261124,44.95954895019531,101541376,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101545698_1590923,150.31921405130825,2.545196764117918,0.16518725454807281,0.07172664999961853,44.9589729309082,101545698,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101542820_1011362,150.71375483365549,2.057897409738837,0.19261062145233154,0.09081089496612549,44.95868682861328,101542820,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101544254_1058135,149.4722842957122,2.185681562065428,0.6913137435913086,0.07339713722467422,44.957191467285156,101544254,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A2_0189054,150.0487788919954,2.200633263205726,-3.686995506286621,1.3272424936294556,44.9559440612793,A2,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101544257_1212546,150.0969851026397,2.2702217767019675,0.7863794565200806,0.0560685396194458,44.95561218261719,101544257,True,True,True,True,False,False,False,True,True,False
Euclid VIS,VIS_101547136_1901337,150.19517939746945,2.6500191789165775,0.23025555908679962,0.08660817891359329,44.95454788208008,101547136,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101544257_1194512,150.04499885438932,2.152463875769263,-0.24237410724163055,0.05606699734926224,44.954376220703125,101544257,False,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A1_0067622,149.79424028206125,2.3279009523646885,-3.0750486850738525,1.2682433128356934,44.95403289794922,A1,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_B3_0849698,150.26946246566558,2.503667238788073,-3.6348509788513184,1.327539324760437,44.95297622680664,B3,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101542817_0838960,149.9398475926531,2.007357103127701,0.7499274015426636,0.06114327162504196,44.952510833740234,101542817,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101545694_1406793,149.48437499660585,2.387059766705331,-0.5082880258560181,0.08559543639421463,44.951873779296875,101545694,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A7_0491165,149.88574427082395,2.0078070224987727,-3.6744868755340576,1.3297550678253174,44.9512939453125,A7,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A4_0320554,150.21704333501143,2.0914505548666398,-2.2310867309570312,1.3271678686141968,44.95124053955078,A4,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101545696_1454742,149.82538885788253,2.3814065795679187,1.0874313116073608,0.06274371594190598,44.948448181152344,101545696,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A10_0089688,150.28758494500929,1.8191425754551664,-3.3533935546875,1.3293651342391968,44.94637680053711,A10,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101544258_1271999,150.33244206959765,2.3255331976149693,0.7179746627807617,0.06247685104608536,44.94537353515625,101544258,True,True,True,True,False,False,False,True,True,False
JWST F115W,F115W_B3_0846686,150.31118725928795,2.4787663826251247,-2.885962724685669,1.3272883892059326,44.94447708129883,B3,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B6_0988194,149.90565008188295,2.3183383843264984,-3.6581923961639404,1.3387908935546875,44.943180084228516,B6,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101544258_1260474,150.22218816577893,2.245754582637557,0.8878964185714722,0.06247272342443466,44.94240188598633,101544258,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A3_0223349,150.04404651092403,2.0947817451116126,-3.0132880210876465,1.3047587871551514,44.93767166137695,A3,False,True,False,True,True,True,False,True,True,False
Euclid VIS,VIS_101545696_1456430,149.75836927473637,2.3923283270021365,1.2004258632659912,0.06272859126329422,44.9376106262207,101545696,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B9_1180739,150.3467234862768,2.170231451479645,-3.4536290168762207,1.3127559423446655,44.933868408203125,B9,False,True,False,True,True,True,False,True,True,False
Euclid VIS,VIS_101547135_1838397,149.91183686559455,2.8326007230349863,-0.19215542078018188,0.07824309915304184,44.929962158203125,101547135,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B2_0774483,150.08948902877498,2.5180729695938266,-3.317131519317627,1.3401764631271362,44.92975616455078,B2,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101541376_0491839,149.70983969070818,1.634059477333289,0.7410194873809814,0.05166707932949066,44.92871856689453,101541376,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101541376_0503093,149.83393145355006,1.713413566525444,1.2053574323654175,0.05166534334421158,44.927207946777344,101541376,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101547136_1911368,150.05751483382878,2.7457825457626535,-0.6091595888137817,0.08655454963445663,44.92670822143555,101547136,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101542816_0780171,149.95665762892813,2.0559520009257084,0.009726340882480145,0.06377651542425156,44.926658630371094,101542816,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A3_0236254,150.09882344004316,2.117876505165964,-2.005526542663574,1.3044366836547852,44.926578521728516,A3,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B10_0704488,150.40705476631427,2.1202953883288638,-3.0769824981689453,1.3656864166259766,44.925506591796875,B10,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_A6_0403219,149.72138866166205,1.966397301774763,-2.4644792079925537,1.3251185417175293,44.92542266845703,A6,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B4_0883503,150.29926685706263,2.393790148763503,-3.152559757232666,1.330837368965149,44.92485046386719,B4,False,True,False,True,False,True,False,True,True,False
JWST F115W,F115W_B5_0949342,150.52699442837664,2.351365148221044,-3.2081003189086914,1.3794119358062744,44.92363739013672,B5,False,True,False,True,False,True,True,True,True,False
Euclid VIS,VIS_101547133_1776937,149.53286374491597,2.680051226836819,-0.3836672902107239,0.11019749939441681,44.92287063598633,101547133,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101545697_1537913,150.06533423721459,2.4118165340175444,0.6956934332847595,0.06442873179912567,44.92156982421875,101545697,True,True,True,True,False,False,False,True,True,False
Euclid VIS,VIS_101544254_1075648,149.4657674013214,2.2554667286803234,-0.1358622908592224,0.07333783805370331,44.92087173461914,101544254,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B4_0892603,150.3768741985204,2.411375034251728,-3.1456754207611084,1.3307149410247803,44.920719146728516,B4,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101545697_1563044,150.24539539651934,2.6098979223380128,0.44454073905944824,0.06442542374134064,44.91926193237305,101545697,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101542818_0913168,150.28474063951217,2.0131427235886936,0.6925204396247864,0.06873629987239838,44.91913986206055,101542818,True,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101545698_1601782,150.3829260343805,2.630520790336304,-0.5167296528816223,0.071663036942482,44.91910171508789,101545698,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101545694_1410567,149.49454283736736,2.4094825794325856,0.08650578558444977,0.08553168922662735,44.91839599609375,101545694,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B3_0846365,150.2860389790266,2.4841831692136975,-3.5169646739959717,1.326503038406372,44.917884826660156,B3,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A3_0260964,150.18408598413487,2.116500166195756,-3.424544095993042,1.304139494895935,44.916343688964844,A3,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A3_0246855,150.04455771045036,2.1542846509766895,-3.5763230323791504,1.3040918111801147,44.91469955444336,A3,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101544256_1144542,149.7368227192019,2.2179315560359014,0.9967201948165894,0.05094015970826149,44.912532806396484,101544256,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_B4_0889223,150.4219197224336,2.369752744797075,-3.513134002685547,1.3304067850112915,44.910316467285156,B4,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A9_0593379,150.12207062039764,1.8475562234181244,-3.256605863571167,1.326573133468628,44.90959548950195,A9,False,True,False,True,True,True,False,True,True,False
JWST F115W,F115W_A9_0589660,150.21920562087013,1.7987166686440843,-3.427863597869873,1.3265599012374878,44.90914535522461,A9,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A6_0417170,149.77845423334907,2.0084712153029614,-3.2603085041046143,1.3246195316314697,44.908504486083984,A6,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B7_1052133,149.9995056177748,2.2938610760355664,-2.961055278778076,1.3225889205932617,44.90644836425781,B7,False,True,False,True,True,True,False,True,True,False
Euclid VIS,VIS_101544257_1211141,150.1462278205655,2.2601043547335498,-0.17496848106384277,0.056004598736763,44.90434646606445,101544257,True,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_B3_0854946,150.21091921224988,2.537044417588051,-3.6441614627838135,1.3260829448699951,44.90365982055664,B3,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_B6_1015051,149.95254793272147,2.3861917410389712,-2.746410846710205,1.3376010656356812,44.903236389160156,B6,False,True,False,True,False,True,True,True,True,False
JWST F115W,F115W_A3_0234471,150.12489576309318,2.1032686283955577,-3.2998313903808594,1.3037545680999756,44.90308380126953,A3,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101541376_0506043,149.69188900457897,1.7323585499357084,0.9823167324066162,0.051636628806591034,44.90223693847656,101541376,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101548575_2322765,150.08395811197195,2.8675926406094847,-0.448822021484375,0.08590956777334213,44.89755630493164,101548575,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101547135_1796777,149.93857945692906,2.6424411939547694,-0.306551069021225,0.07818643003702164,44.89741897583008,101547135,False,True,True,True,False,False,True,True,True,False
JWST F115W,F115W_A3_0235825,150.04548569045457,2.1363753666581036,-2.583289623260498,1.3035873174667358,44.89732360839844,A3,False,True,False,True,False,True,False,True,True,False
Euclid VIS,VIS_101547135_1795365,149.7749975684118,2.635557595514845,-0.5764104127883911,0.0781855508685112,44.896915435791016,101547135,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101541379_0563441,150.5741496097999,1.7030074198412775,0.6476558446884155,0.06691163033246994,44.896705627441406,101541379,False,True,False,True,False,False,False,True,True,False
Euclid VIS,VIS_101547137_1993441,150.3998093697325,2.619738059023192,0.23963269591331482,0.08411632478237152,44.895042419433594,101547137,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A6_0411189,149.75613988371452,1.986177301295457,-3.3597211837768555,1.3241007328033447,44.89091491699219,A6,False,True,False,True,True,True,True,True,True,False
JWST F115W,F115W_A7_0463797,149.90200483331012,1.9000189464334014,-3.0041723251342773,1.3279587030410767,44.89057159423828,A7,False,True,False,True,True,True,True,True,True,False
Euclid VIS,VIS_101542817_0852381,150.13726401757137,2.116129460173247,0.725975513458252,0.061056897044181824,44.88901138305664,101542817,False,True,True,True,False,False,True,True,True,False
Euclid VIS,VIS_101544256_1155183,149.73644635255883,2.283653119379012,0.1478467881679535,0.050913065671920776,44.888641357421875,101544256,False,True,False,True,False,False,False,True,True,False
JWST F115W,F115W_A3_0246939,150.04447847726763,2.154356072764485,-3.650614023208618,1.3033115863800049,44.8878288269043,A3,False,True,False,True,True,True,True,True,True,False
