found_in,star_id,ra,dec,mag,peak,snr,tile,missing_jwst,missing_hst,in_jwst_fp,in_hst_fp,missing_euclid,in_euclid_fp,in_jwst_pix,in_hst_pix,real_orphan,veto_gaia,veto_peak,veto_local,veto_any,sharpness
HST F814W,F814W_077_7227923,150.20508520290701,2.3850856288970586,-0.6120730042457581,0.14327353239059448,53.960296630859375,077,True,False,True,False,True,True,True,True,True,False,False,False,False,0.5444098114967346
HST F814W,F814W_065_5669928,150.09846466277665,2.1989221033526536,-0.9815117120742798,0.19793155789375305,53.88457489013672,065,True,False,True,False,True,True,True,True,True,False,False,False,False,0.5960890054702759
HST F814W,F814W_065_5633876,150.16292725583668,2.1642090784735637,-0.8840312957763672,0.19723853468894958,53.69590759277344,065,True,False,True,False,True,True,True,True,True,False,False,False,False,0.45873308181762695
HST F814W,F814W_076_7064379,150.29586428603892,2.291308699062373,-1.1122899055480957,0.1412164568901062,53.694091796875,076,True,False,True,False,True,True,True,True,True,False,False,False,False,0.48643165826797485
HST F814W,F814W_074_6918654,150.5674419405738,2.4318540338626145,-0.9055611491203308,0.1694181263446808,53.607940673828125,074,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4745293855667114
HST F814W,F814W_063_5326591,150.4838871608337,2.219821423428678,-0.8369767069816589,0.14316606521606445,53.5133056640625,063,True,False,True,False,True,True,True,True,True,False,False,False,False,0.43125948309898376
HST F814W,F814W_076_7160576,150.27033016968358,2.446043235449479,0.21163392066955566,0.13987937569618225,53.185699462890625,076,True,False,True,False,True,True,True,True,True,False,False,False,False,0.762908935546875
HST F814W,F814W_041_2597174,150.21623178974772,1.8944379506513787,-1.0730291604995728,0.141497403383255,53.13107681274414,041,True,False,True,False,True,True,True,True,True,False,False,False,False,0.43890076875686646
HST F814W,F814W_090_8647297,149.9581120869387,2.51813675017089,0.30036288499832153,0.14597579836845398,52.970703125,090,True,False,True,False,True,True,True,True,True,False,False,False,False,0.7237729430198669
HST F814W,F814W_090_8714855,150.01550267849467,2.6214207738742,-0.9954371452331543,0.1459549069404602,52.96311950683594,090,True,False,True,False,True,True,True,True,True,False,False,False,False,0.48785337805747986
HST F814W,F814W_078_7388880,149.91762365488796,2.3437491230122305,-1.063481092453003,0.14856229722499847,52.83979797363281,078,True,False,True,False,True,True,True,True,True,False,False,False,False,0.41413214802742004
HST F814W,F814W_041_2515195,150.20286825613968,1.7939814326884538,-0.6279294490814209,0.14069116115570068,52.82834243774414,041,True,False,True,False,True,True,True,True,True,False,False,False,False,0.5780600309371948
HST F814W,F814W_064_5491487,150.3869857739321,2.2334834254420093,-1.1299787759780884,0.14290787279605865,52.357994079589844,064,True,False,True,False,True,True,True,True,True,False,False,False,False,0.44773557782173157
HST F814W,F814W_066_5783388,149.99169365551398,2.13529207153665,-1.0832451581954956,0.159117192029953,52.2276496887207,066,True,False,True,False,True,True,True,True,True,False,False,False,False,0.49622470140457153
HST F814W,F814W_067_6245525,149.81677550780714,2.2787136492382944,-1.0486254692077637,0.1458606719970703,52.21623611450195,067,True,False,True,False,True,True,True,True,True,False,False,False,False,0.41989362239837646
HST F814W,F814W_040_2398583,150.22686473609926,1.8246656624929039,-0.8580577373504639,0.13420310616493225,51.84439468383789,040,True,False,True,False,True,True,True,True,True,False,False,False,False,0.422305703163147
HST F814W,F814W_041_2623768,150.12112862022732,1.935129061296506,-1.1656172275543213,0.1372016817331314,51.518070220947266,041,True,False,True,False,True,True,True,True,True,False,False,False,False,0.42452457547187805
HST F814W,F814W_089_8474776,150.08709888169938,2.53173187357883,-0.8356369137763977,0.14947111904621124,51.32407760620117,089,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4751085340976715
HST F814W,F814W_066_6012335,149.91312526278418,2.258219305862665,0.23228248953819275,0.1561659276485443,51.25894546508789,066,True,False,True,False,True,True,True,True,True,False,False,False,False,0.8421615362167358
HST F814W,F814W_088_8240339,150.36553235650237,2.4847688875638236,-1.2158925533294678,0.14325058460235596,51.072792053222656,088,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4503432810306549
HST F814W,F814W_041_2611421,150.1019854432337,1.916076901993996,-0.7789554595947266,0.13597549498081207,51.057647705078125,041,True,False,True,False,True,True,True,True,True,False,False,False,False,0.5104566812515259
HST F814W,F814W_076_7096735,150.25484665138364,2.3462167401346754,-0.9685324430465698,0.13419896364212036,51.02585983276367,076,True,False,True,False,True,True,True,True,True,False,False,False,False,0.44786539673805237
HST F814W,F814W_089_8606706,150.09972820588555,2.6102237912408777,-0.8028411865234375,0.1480693519115448,50.842750549316406,089,True,False,True,False,True,True,True,True,True,False,False,False,False,0.5098615288734436
HST F814W,F814W_075_7026413,150.40863973972986,2.3953672616738246,-1.185457468032837,0.13620315492153168,50.67426681518555,075,True,False,True,False,True,True,True,True,True,False,False,False,False,0.5491770505905151
HST F814W,F814W_087_8142753,150.4341867575487,2.4928567928752767,-0.5920087099075317,0.1346174031496048,50.44548034667969,087,True,False,True,False,True,True,True,True,True,False,False,False,False,0.5186085104942322
HST F814W,F814W_055_4460453,149.8332946343694,2.0289980962652088,-1.1735985279083252,0.13750416040420532,50.090614318847656,055,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4030679166316986
HST F814W,F814W_063_5328336,150.43487273215254,2.22395693682196,-0.8910590410232544,0.13400250673294067,50.08810806274414,063,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4092922508716583
HST F814W,F814W_066_5929992,149.90974545940176,2.207982360162075,-0.8327529430389404,0.15193261206150055,49.86942672729492,066,True,False,True,False,True,True,True,True,True,False,False,False,False,0.5011356472969055
HST F814W,F814W_066_5943719,149.9942342882988,2.219538203448098,-1.1197458505630493,0.15182390809059143,49.83374786376953,066,True,False,True,False,True,True,True,True,True,False,False,False,False,0.47159063816070557
HST F814W,F814W_077_7226780,150.2212328702329,2.3830702765986334,-0.8158988952636719,0.1320400834083557,49.72950744628906,077,True,False,True,False,True,True,True,True,True,False,False,False,False,0.5336194634437561
HST F814W,F814W_066_5980072,149.94201276818637,2.2386929001196774,-0.9391312599182129,0.1504126340150833,49.37051773071289,066,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4077862799167633
HST F814W,F814W_052_4078204,150.23156549761035,2.1189454852414022,-0.9082102179527283,0.13429902493953705,49.34602737426758,052,True,False,True,False,True,True,True,True,True,False,False,False,False,0.4276271462440491
