targetid,status,dataset,spectype,survey,path
39089837550113232,not_in_dr1_or_edr,,GALAXY,special,
39627841603635624,not_in_dr1_or_edr,,STAR,sv3,
39089837487165616,not_in_dr1_or_edr,,GALAXY,special,
39089837395051072,not_in_dr1_or_edr,,STAR,special,
39627847643432376,not_in_dr1_or_edr,,QSO,sv1,
39089837395051048,saved,DESI-DR1,STAR,special,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-39089837395051048.fits
39089837550132216,not_in_dr1_or_edr,,STAR,special,
39089837545891864,not_in_dr1_or_edr,,GALAXY,special,
-833059010,not_in_dr1_or_edr,,GALAXY,special,
39089837395006112,saved,DESI-DR1,GALAXY,special,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-39089837395006112.fits
39089837550129088,not_in_dr1_or_edr,,QSO,special,
39089837550136888,not_in_dr1_or_edr,,GALAXY,special,
39627841603634560,not_in_dr1_or_edr,,QSO,main,
39089837550122456,not_in_dr1_or_edr,,GALAXY,special,
39089837545921104,not_in_dr1_or_edr,,STAR,special,
39089837395051200,saved,DESI-DR1,STAR,special,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-39089837395051200.fits
39089837395051168,not_in_dr1_or_edr,,STAR,special,
39089837550128056,not_in_dr1_or_edr,,GALAXY,special,
39089837550145232,not_in_dr1_or_edr,,GALAXY,special,
39089837545921312,not_in_dr1_or_edr,,STAR,special,
39089837545920880,not_in_dr1_or_edr,,STAR,special,
39089837550135376,not_in_dr1_or_edr,,STAR,special,
39627835563836848,not_in_dr1_or_edr,,STAR,special,
39089837395006056,not_in_dr1_or_edr,,STAR,special,
39089837550138224,not_in_dr1_or_edr,,STAR,special,
39627841603635240,not_in_dr1_or_edr,,GALAXY,sv3,
39627841603635648,not_in_dr1_or_edr,,QSO,sv3,
39089837545921136,not_in_dr1_or_edr,,STAR,special,
39089837550134696,not_in_dr1_or_edr,,GALAXY,special,
39089837395051144,not_in_dr1_or_edr,,GALAXY,special,
39089837545921320,not_in_dr1_or_edr,,STAR,special,
39089837545921336,not_in_dr1_or_edr,,STAR,special,
39089837395006096,not_in_dr1_or_edr,,QSO,special,
-833059003,not_in_dr1_or_edr,,GALAXY,special,
39089837545920888,not_in_dr1_or_edr,,STAR,special,
39089837550129544,not_in_dr1_or_edr,,GALAXY,special,
39089837550119272,not_in_dr1_or_edr,,STAR,special,
39089837550128208,not_in_dr1_or_edr,,STAR,special,
39089837395049344,saved,DESI-DR1,GALAXY,special,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-39089837395049344.fits
39089837550121280,not_in_dr1_or_edr,,STAR,special,
39089837499788512,not_in_dr1_or_edr,,GALAXY,special,
39627835563837632,not_in_dr1_or_edr,,GALAXY,sv3,
39089837550122792,not_in_dr1_or_edr,,STAR,special,
39627847643433032,not_in_dr1_or_edr,,STAR,main,
39089837395051160,not_in_dr1_or_edr,,GALAXY,special,
39089837550141440,not_in_dr1_or_edr,,STAR,special,
39627847643432672,not_in_dr1_or_edr,,GALAXY,sv3,
2781020013199363,not_in_dr1_or_edr,,STAR,main,
39627841603636216,not_in_dr1_or_edr,,GALAXY,sv3,
39089837550113712,not_in_dr1_or_edr,,GALAXY,special,
39089837550113704,not_in_dr1_or_edr,,STAR,special,
39089837395006264,saved,DESI-DR1,STAR,special,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-39089837395006264.fits
39089837550133888,not_in_dr1_or_edr,,STAR,special,
39627841603636304,not_in_dr1_or_edr,,QSO,sv3,
39089837550132816,not_in_dr1_or_edr,,GALAXY,special,
39627835563837136,not_in_dr1_or_edr,,STAR,sv3,
243329056899081,saved,DESI-DR1,GALAXY,sv1,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-243329056899081.fits
39089837545920872,not_in_dr1_or_edr,,STAR,special,
39627835563836896,saved,DESI-DR1,GALAXY,sv1,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-39627835563836896.fits
39089837545921352,not_in_dr1_or_edr,,STAR,special,
243341136494696,saved,DESI-DR1,GALAXY,sv1,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-243341136494696.fits
2305843037793685504,not_in_dr1_or_edr,,STAR,sv3,
39089837550126792,not_in_dr1_or_edr,,STAR,special,
39627841603636024,not_in_dr1_or_edr,,QSO,sv3,
39627841603636184,not_in_dr1_or_edr,,QSO,main,
39627841603636360,saved,DESI-DR1,QSO,sv3,/Volumes/exdisk1/data/DESI/cosmos_quasar/DESI-39627841603636360.fits
39627841603636456,not_in_dr1_or_edr,,GALAXY,sv1,
39089837545920944,not_in_dr1_or_edr,,STAR,special,
39089837550142960,not_in_dr1_or_edr,,QSO,special,
39089837545920936,not_in_dr1_or_edr,,STAR,special,
39089837545920896,not_in_dr1_or_edr,,STAR,special,
39089837550131632,not_in_dr1_or_edr,,GALAXY,special,
39627847643433288,not_in_dr1_or_edr,,STAR,main,
39627847643433160,not_in_dr1_or_edr,,GALAXY,main,
39089837550143376,not_in_dr1_or_edr,,GALAXY,special,
39089837550136832,not_in_dr1_or_edr,,STAR,special,
39089837395051376,not_in_dr1_or_edr,,GALAXY,special,
39627847643434216,not_in_dr1_or_edr,,GALAXY,main,
39089837550216496,not_in_dr1_or_edr,,QSO,special,
39089837545921376,not_in_dr1_or_edr,,STAR,special,
39089837550117824,not_in_dr1_or_edr,,GALAXY,special,
39089837550144384,not_in_dr1_or_edr,,GALAXY,special,
39627841603636120,not_in_dr1_or_edr,,STAR,special,
39089837550145000,not_in_dr1_or_edr,,STAR,special,
39089837424293040,not_in_dr1_or_edr,,STAR,special,
39089837545921152,not_in_dr1_or_edr,,STAR,special,
39089837395049536,not_in_dr1_or_edr,,STAR,special,
39089837550122136,not_in_dr1_or_edr,,STAR,special,
39089837550130512,not_in_dr1_or_edr,,GALAXY,special,
39089837550120800,not_in_dr1_or_edr,,GALAXY,special,
39089837545921368,not_in_dr1_or_edr,,STAR,special,
39089837395051368,saved,DESI-DR1,GALAXY,special,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-39089837395051368.fits
39627847643434016,saved,DESI-DR1,GALAXY,sv1,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-39627847643434016.fits
39089837420113824,not_in_dr1_or_edr,,QSO,special,
39089837395051264,not_in_dr1_or_edr,,GALAXY,special,
39089837550143640,not_in_dr1_or_edr,,GALAXY,special,
39089837550135192,not_in_dr1_or_edr,,QSO,special,
39089837550135184,not_in_dr1_or_edr,,STAR,special,
39089837545920904,not_in_dr1_or_edr,,STAR,special,
39627841603636640,not_in_dr1_or_edr,,GALAXY,main,
39089837550142344,not_in_dr1_or_edr,,STAR,special,
39089837550122104,not_in_dr1_or_edr,,STAR,special,
39089837550145808,not_in_dr1_or_edr,,STAR,special,
39089837395051416,not_in_dr1_or_edr,,GALAXY,special,
39627847643434496,not_in_dr1_or_edr,,GALAXY,sv3,
39089837545921392,not_in_dr1_or_edr,,STAR,special,
39089837390696168,not_in_dr1_or_edr,,STAR,special,
39089837545920912,not_in_dr1_or_edr,,STAR,special,
243329056899096,saved,DESI-DR1,GALAXY,sv1,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-243329056899096.fits
39089837545920928,not_in_dr1_or_edr,,STAR,special,
39627835563838272,not_in_dr1_or_edr,,STAR,sv3,
39089837395006360,not_in_dr1_or_edr,,STAR,special,
39089837395006400,not_in_dr1_or_edr,,STAR,special,
39089837550112000,not_in_dr1_or_edr,,GALAXY,special,
39089837550116096,not_in_dr1_or_edr,,GALAXY,special,
39089837550118336,not_in_dr1_or_edr,,STAR,special,
39089837545921184,not_in_dr1_or_edr,,STAR,special,
39089837550115368,not_in_dr1_or_edr,,GALAXY,special,
39089837550124024,not_in_dr1_or_edr,,GALAXY,special,
39627835563838952,not_in_dr1_or_edr,,GALAXY,main,
39627835563838552,not_in_dr1_or_edr,,GALAXY,main,
39627835563838480,saved,DESI-DR1,QSO,sv1,/Volumes/exdisk1/data/DESI/cosmos_quasar/DESI-39627835563838480.fits
39089837550141280,not_in_dr1_or_edr,,GALAXY,special,
39089837545921176,not_in_dr1_or_edr,,STAR,special,
39089837395049632,not_in_dr1_or_edr,,STAR,special,
39627847643434576,not_in_dr1_or_edr,,STAR,sv3,
39089837550130544,not_in_dr1_or_edr,,GALAXY,special,
39089837550131584,not_in_dr1_or_edr,,GALAXY,special,
2305843037793691136,not_in_dr1_or_edr,,STAR,main,
39089837550144288,not_in_dr1_or_edr,,STAR,special,
39089837395051632,not_in_dr1_or_edr,,GALAXY,special,
39627847643435136,not_in_dr1_or_edr,,STAR,sv3,
39089837545921400,not_in_dr1_or_edr,,STAR,special,
39089837545882328,not_in_dr1_or_edr,,GALAXY,special,
39089837545921384,not_in_dr1_or_edr,,STAR,special,
243341136494612,saved,DESI-DR1,GALAXY,sv1,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-243341136494612.fits
39089837545921160,not_in_dr1_or_edr,,STAR,special,
39089837545891856,not_in_dr1_or_edr,,GALAXY,special,
39089837420113456,not_in_dr1_or_edr,,QSO,special,
39089837550114016,not_in_dr1_or_edr,,STAR,special,
39089837545921192,not_in_dr1_or_edr,,STAR,special,
39089837550112488,not_in_dr1_or_edr,,GALAXY,special,
39089837545921408,not_in_dr1_or_edr,,STAR,special,
39089837550130688,not_in_dr1_or_edr,,GALAXY,special,
39089837550129936,not_in_dr1_or_edr,,STAR,special,
39089837550125808,not_in_dr1_or_edr,,GALAXY,special,
39627835563839200,not_in_dr1_or_edr,,STAR,sv3,
39089837550119248,not_in_dr1_or_edr,,STAR,special,
39089837545920728,not_in_dr1_or_edr,,STAR,special,
39627835563838880,not_in_dr1_or_edr,,QSO,sv3,
39089837550119240,not_in_dr1_or_edr,,GALAXY,special,
39089837395058528,saved,DESI-DR1,STAR,special,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-39089837395058528.fits
39627835563838520,not_in_dr1_or_edr,,STAR,sv3,
39627841603637320,not_in_dr1_or_edr,,STAR,main,
39089837550148016,not_in_dr1_or_edr,,GALAXY,special,
39089837550113936,not_in_dr1_or_edr,,GALAXY,special,
39089837550111688,not_in_dr1_or_edr,,STAR,special,
39089837550143536,not_in_dr1_or_edr,,STAR,special,
39089837545921416,not_in_dr1_or_edr,,STAR,special,
39089837550116016,not_in_dr1_or_edr,,GALAXY,special,
39089837550114864,not_in_dr1_or_edr,,STAR,special,
39627847643435000,not_in_dr1_or_edr,,STAR,sv3,
39089837550134320,not_in_dr1_or_edr,,STAR,special,
39089837550119872,not_in_dr1_or_edr,,STAR,special,
39089837545921008,not_in_dr1_or_edr,,STAR,special,
39089837545921000,not_in_dr1_or_edr,,STAR,special,
39089837550146384,not_in_dr1_or_edr,,STAR,special,
39089837550218840,not_in_dr1_or_edr,,GALAXY,special,
39089837545920976,not_in_dr1_or_edr,,STAR,special,
39627835563839112,not_in_dr1_or_edr,,STAR,sv3,
39089837550120704,not_in_dr1_or_edr,,GALAXY,special,
39089837550120088,not_in_dr1_or_edr,,STAR,special,
39627841603638032,not_in_dr1_or_edr,,GALAXY,main,
39627841603638096,not_in_dr1_or_edr,,QSO,main,
39627835563840064,not_in_dr1_or_edr,,QSO,main,
39089837550145248,not_in_dr1_or_edr,,GALAXY,special,
39089837545882288,not_in_dr1_or_edr,,GALAXY,special,
39089837550148320,not_in_dr1_or_edr,,QSO,special,
39089837550130560,not_in_dr1_or_edr,,GALAXY,special,
39089837545920968,not_in_dr1_or_edr,,STAR,special,
39089837395051728,saved,DESI-DR1,GALAXY,special,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-39089837395051728.fits
39089837545921424,not_in_dr1_or_edr,,STAR,special,
39089837550116456,not_in_dr1_or_edr,,GALAXY,special,
39089837395051576,not_in_dr1_or_edr,,GALAXY,special,
39627847643435208,not_in_dr1_or_edr,,STAR,sv3,
39627847643435056,not_in_dr1_or_edr,,STAR,sv3,
39089837550124768,not_in_dr1_or_edr,,STAR,special,
39089837395051536,not_in_dr1_or_edr,,STAR,special,
39627847643434976,not_in_dr1_or_edr,,GALAXY,sv3,
39089837545921216,not_in_dr1_or_edr,,STAR,special,
39089837395049800,saved,DESI-DR1,STAR,special,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-39089837395049800.fits
2305843037793682432,not_in_dr1_or_edr,,STAR,sv3,
39089837395049704,saved,DESI-DR1,STAR,special,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-39089837395049704.fits
243335096696864,saved,DESI-DR1,GALAXY,sv1,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-243335096696864.fits
39089837550131872,not_in_dr1_or_edr,,STAR,special,
39627835563839256,saved,DESI-DR1,GALAXY,main,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-39627835563839256.fits
39089837395006512,not_in_dr1_or_edr,,STAR,special,
39089837550148304,not_in_dr1_or_edr,,STAR,special,
39089837545921232,not_in_dr1_or_edr,,STAR,special,
39627841603638736,not_in_dr1_or_edr,,STAR,main,
39627841603638352,saved,DESI-DR1,GALAXY,sv3,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-39627841603638352.fits
39089837395049752,not_in_dr1_or_edr,,GALAXY,special,
39089837545921208,not_in_dr1_or_edr,,STAR,special,
39089837550120320,not_in_dr1_or_edr,,GALAXY,special,
39089837545921032,not_in_dr1_or_edr,,STAR,special,
39089837550143776,not_in_dr1_or_edr,,GALAXY,special,
39089837550123896,not_in_dr1_or_edr,,STAR,special,
39627835563839600,saved,DESI-DR1,QSO,sv3,/Volumes/exdisk1/data/DESI/cosmos_quasar/DESI-39627835563839600.fits
39089837395006600,saved,DESI-DR1,STAR,special,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-39089837395006600.fits
39089837390717088,not_in_dr1_or_edr,,QSO,special,
39627835563839448,not_in_dr1_or_edr,,GALAXY,sv1,
39089837550139216,not_in_dr1_or_edr,,QSO,special,
234545043472405,saved,DESI-DR1,GALAXY,sv1,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-234545043472405.fits
39089837550116000,not_in_dr1_or_edr,,STAR,special,
39089837395051784,not_in_dr1_or_edr,,STAR,special,
39089837545921456,not_in_dr1_or_edr,,STAR,special,
39089837550140808,not_in_dr1_or_edr,,GALAXY,special,
39089837545921024,not_in_dr1_or_edr,,STAR,special,
39089837550130296,not_in_dr1_or_edr,,GALAXY,special,
39089837550116640,not_in_dr1_or_edr,,STAR,special,
39089837545921224,not_in_dr1_or_edr,,STAR,special,
39089837550123944,not_in_dr1_or_edr,,QSO,special,
39089837395049776,not_in_dr1_or_edr,,GALAXY,special,
39089837395058960,not_in_dr1_or_edr,,STAR,special,
39089837550125648,not_in_dr1_or_edr,,QSO,special,
39089837550139336,not_in_dr1_or_edr,,GALAXY,special,
39089837545920792,not_in_dr1_or_edr,,STAR,special,
39627829524042120,not_in_dr1_or_edr,,QSO,sv1,
39627835563839896,not_in_dr1_or_edr,,QSO,sv1,
39089837395051872,saved,DESI-DR1,STAR,special,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-39089837395051872.fits
39627847643436616,not_in_dr1_or_edr,,GALAXY,sv3,
39089837545921448,not_in_dr1_or_edr,,STAR,special,
39089837550121616,not_in_dr1_or_edr,,GALAXY,special,
39089837395051800,not_in_dr1_or_edr,,STAR,special,
39627847643436056,not_in_dr1_or_edr,,QSO,sv1,
39089837395051744,saved,DESI-DR1,STAR,special,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-39089837395051744.fits
39627841603639768,not_in_dr1_or_edr,,STAR,sv3,
39089837545921256,not_in_dr1_or_edr,,STAR,special,
39089837545921248,not_in_dr1_or_edr,,STAR,special,
39627841603638944,saved,DESI-DR1,QSO,sv3,/Volumes/exdisk1/data/DESI/cosmos_quasar/DESI-39627841603638944.fits
39089837395049832,not_in_dr1_or_edr,,STAR,special,
39089837550112496,not_in_dr1_or_edr,,GALAXY,special,
39627841603638520,not_in_dr1_or_edr,,QSO,main,
39089837550115992,not_in_dr1_or_edr,,STAR,special,
39089837545923624,not_in_dr1_or_edr,,STAR,special,
39627847643436920,not_in_dr1_or_edr,,STAR,sv3,
39089837550145296,not_in_dr1_or_edr,,STAR,special,
39089837545921464,not_in_dr1_or_edr,,STAR,special,
39089837550121600,not_in_dr1_or_edr,,STAR,special,
39089837545921432,not_in_dr1_or_edr,,STAR,special,
39089837545921440,not_in_dr1_or_edr,,STAR,special,
39089837395051712,saved,DESI-DR1,STAR,special,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-39089837395051712.fits
39627835568029728,not_in_dr1_or_edr,,STAR,sv3,
39089837545921040,not_in_dr1_or_edr,,STAR,special,
-834569003,not_in_dr1_or_edr,,GALAXY,special,
39089837550141744,not_in_dr1_or_edr,,STAR,special,
39089837550130128,not_in_dr1_or_edr,,STAR,special,
39089837550130120,not_in_dr1_or_edr,,GALAXY,special,
243335100891153,saved,DESI-DR1,GALAXY,sv1,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-243335100891153.fits
39089837395054408,not_in_dr1_or_edr,,STAR,special,
-832568002,not_in_dr1_or_edr,,GALAXY,special,
39089837550138032,not_in_dr1_or_edr,,GALAXY,special,
39627847643436392,not_in_dr1_or_edr,,GALAXY,sv3,
39627847643436536,not_in_dr1_or_edr,,QSO,main,
39089837550116832,not_in_dr1_or_edr,,GALAXY,special,
39089837550115488,not_in_dr1_or_edr,,GALAXY,special,
39627847647625376,not_in_dr1_or_edr,,STAR,sv3,
39089837550118040,not_in_dr1_or_edr,,GALAXY,special,
39089837550109856,not_in_dr1_or_edr,,STAR,special,
39089837550134104,not_in_dr1_or_edr,,GALAXY,special,
39627841607827616,not_in_dr1_or_edr,,STAR,main,
39089837545921264,not_in_dr1_or_edr,,STAR,special,
39089837550134416,not_in_dr1_or_edr,,QSO,special,
39627835563840440,not_in_dr1_or_edr,,GALAXY,sv1,
39627841607827632,not_in_dr1_or_edr,,QSO,sv3,
39627841607827680,not_in_dr1_or_edr,,GALAXY,sv1,
39089837550116576,not_in_dr1_or_edr,,QSO,special,
39627841603639384,saved,DESI-DR1,QSO,sv3,/Volumes/exdisk1/data/DESI/cosmos_quasar/DESI-39627841603639384.fits
39089837550130400,not_in_dr1_or_edr,,GALAXY,special,
39089837545923232,not_in_dr1_or_edr,,STAR,special,
39089837545923216,not_in_dr1_or_edr,,STAR,special,
39089837550212368,not_in_dr1_or_edr,,GALAXY,special,
39089837550138920,not_in_dr1_or_edr,,STAR,special,
39089837550124680,not_in_dr1_or_edr,,GALAXY,special,
234545047666689,saved,DESI-DR1,STAR,sv1,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-234545047666689.fits
39089837545923632,not_in_dr1_or_edr,,STAR,special,
39089837550119848,not_in_dr1_or_edr,,STAR,special,
39089837550131616,not_in_dr1_or_edr,,STAR,special,
39089837550144000,not_in_dr1_or_edr,,GALAXY,special,
39089837545921472,not_in_dr1_or_edr,,STAR,special,
39089837550130944,not_in_dr1_or_edr,,STAR,special,
39089837545923416,not_in_dr1_or_edr,,STAR,special,
39089837545923224,not_in_dr1_or_edr,,STAR,special,
39627835568029992,saved,DESI-DR1,QSO,main,/Volumes/exdisk1/data/DESI/cosmos_quasar/DESI-39627835568029992.fits
39089837545923408,not_in_dr1_or_edr,,STAR,special,
39627835563840728,not_in_dr1_or_edr,,STAR,sv3,
39089837545898960,not_in_dr1_or_edr,,STAR,special,
39627847647625456,not_in_dr1_or_edr,,STAR,main,
39089837499752928,not_in_dr1_or_edr,,QSO,special,
39089837420113944,not_in_dr1_or_edr,,QSO,special,
39089837487164048,not_in_dr1_or_edr,,GALAXY,special,
39627829528232640,not_in_dr1_or_edr,,GALAXY,sv3,
39089837395048256,not_in_dr1_or_edr,,STAR,special,
39627829528232288,not_in_dr1_or_edr,,STAR,sv3,
39089837545920808,not_in_dr1_or_edr,,STAR,special,
39089837545923424,not_in_dr1_or_edr,,STAR,special,
39089837487167072,not_in_dr1_or_edr,,GALAXY,special,
2781007937798144,not_in_dr1_or_edr,,STAR,main,
39089837545923400,not_in_dr1_or_edr,,STAR,special,
39089837420114696,not_in_dr1_or_edr,,QSO,special,
39089837545923240,not_in_dr1_or_edr,,STAR,special,
39089837550128296,not_in_dr1_or_edr,,GALAXY,special,
39089837550128288,not_in_dr1_or_edr,,GALAXY,special,
39089837550126760,not_in_dr1_or_edr,,GALAXY,special,
39627835568030032,saved,DESI-DR1,STAR,main,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-39627835568030032.fits
39089837395056048,not_in_dr1_or_edr,,STAR,special,
39627847647626480,not_in_dr1_or_edr,,QSO,main,
39089837550133608,not_in_dr1_or_edr,,STAR,special,
39089837550115336,not_in_dr1_or_edr,,GALAXY,special,
39089837545923648,not_in_dr1_or_edr,,STAR,special,
39089837550115472,not_in_dr1_or_edr,,GALAXY,special,
39089837550121192,not_in_dr1_or_edr,,GALAXY,special,
39089837550115328,not_in_dr1_or_edr,,GALAXY,special,
39089837550138120,not_in_dr1_or_edr,,STAR,special,
39089837550124856,not_in_dr1_or_edr,,STAR,special,
39089837550124864,not_in_dr1_or_edr,,GALAXY,special,
39089837545923432,not_in_dr1_or_edr,,STAR,special,
39089837395008792,not_in_dr1_or_edr,,GALAXY,special,
39089837420104288,not_in_dr1_or_edr,,QSO,special,
39627847647625744,not_in_dr1_or_edr,,STAR,sv3,
39089837550128616,not_in_dr1_or_edr,,GALAXY,special,
39089837550146784,not_in_dr1_or_edr,,QSO,special,
39089837395056224,not_in_dr1_or_edr,,STAR,special,
39089837550145720,not_in_dr1_or_edr,,STAR,special,
39089837545923248,not_in_dr1_or_edr,,STAR,special,
39627835568030448,saved,DESI-DR1,STAR,sv3,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-39627835568030448.fits
39089837395056112,not_in_dr1_or_edr,,STAR,special,
39089837395056080,not_in_dr1_or_edr,,STAR,special,
39089837395054544,saved,DESI-DR1,STAR,special,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-39089837395054544.fits
39089837550119696,not_in_dr1_or_edr,,STAR,special,
234539007868956,saved,DESI-DR1,GALAXY,sv1,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-234539007868956.fits
39627841607828232,not_in_dr1_or_edr,,STAR,sv3,
39089837424293896,not_in_dr1_or_edr,,GALAXY,special,
39089837550137712,not_in_dr1_or_edr,,STAR,special,
39089837550119456,not_in_dr1_or_edr,,GALAXY,special,
39089837487165136,not_in_dr1_or_edr,,STAR,special,
39089837550132144,not_in_dr1_or_edr,,GALAXY,special,
39089837420114672,not_in_dr1_or_edr,,QSO,special,
39089837550131200,not_in_dr1_or_edr,,STAR,special,
39089837395054560,saved,DESI-DR1,GALAXY,special,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-39089837395054560.fits
39089837550131952,not_in_dr1_or_edr,,STAR,special,
39089837395054456,not_in_dr1_or_edr,,STAR,special,
39627841607828176,not_in_dr1_or_edr,,STAR,sv3,
39089837545923280,not_in_dr1_or_edr,,STAR,special,
39089837545882368,not_in_dr1_or_edr,,QSO,special,
39089837395056248,not_in_dr1_or_edr,,STAR,special,
39089837550144144,not_in_dr1_or_edr,,QSO,special,
39089837545923264,not_in_dr1_or_edr,,STAR,special,
39089837545923256,not_in_dr1_or_edr,,STAR,special,
39627835568030912,not_in_dr1_or_edr,,STAR,sv3,
39089837550127160,not_in_dr1_or_edr,,GALAXY,special,
39089837550132136,not_in_dr1_or_edr,,GALAXY,special,
39089837550128656,not_in_dr1_or_edr,,STAR,special,
39627847647627208,not_in_dr1_or_edr,,GALAXY,sv3,
39089837545923456,not_in_dr1_or_edr,,STAR,special,
39089837545923680,not_in_dr1_or_edr,,STAR,special,
39627847647626712,saved,DESI-DR1,QSO,main,/Volumes/exdisk1/data/DESI/cosmos_quasar/DESI-39627847647626712.fits
39089837545923472,not_in_dr1_or_edr,,STAR,special,
39089837545923480,not_in_dr1_or_edr,,STAR,special,
39089837550110040,not_in_dr1_or_edr,,GALAXY,special,
39089837550140928,not_in_dr1_or_edr,,STAR,special,
39089837550117072,not_in_dr1_or_edr,,STAR,special,
39627835568030672,not_in_dr1_or_edr,,QSO,main,
39089837545923440,not_in_dr1_or_edr,,STAR,special,
39627847647627352,not_in_dr1_or_edr,,GALAXY,sv3,
39089837395008784,not_in_dr1_or_edr,,QSO,special,
39089837550123272,not_in_dr1_or_edr,,GALAXY,special,
39089837395048392,not_in_dr1_or_edr,,STAR,special,
39089837545923064,not_in_dr1_or_edr,,STAR,special,
39089837545923504,not_in_dr1_or_edr,,STAR,special,
39089837550125056,not_in_dr1_or_edr,,GALAXY,special,
39627841607829352,saved,DESI-DR1,GALAXY,sv3,/Volumes/exdisk1/data/DESI/cosmos_galaxy/DESI-39627841607829352.fits
39089837545923448,not_in_dr1_or_edr,,STAR,special,
39089837420114240,not_in_dr1_or_edr,,QSO,special,
39089837395054520,not_in_dr1_or_edr,,QSO,special,
39089837550117552,not_in_dr1_or_edr,,GALAXY,special,
39089837550130208,not_in_dr1_or_edr,,GALAXY,special,
39089837395056368,saved,DESI-DR1,STAR,special,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-39089837395056368.fits
39089837550135648,not_in_dr1_or_edr,,STAR,special,
39089837545885488,not_in_dr1_or_edr,,GALAXY,special,
39089837395056320,not_in_dr1_or_edr,,STAR,special,
39089837550118704,not_in_dr1_or_edr,,GALAXY,special,
39089837550147672,not_in_dr1_or_edr,,STAR,special,
39089837550147664,not_in_dr1_or_edr,,STAR,special,
39089837550118448,not_in_dr1_or_edr,,GALAXY,special,
39089837395054696,saved,DESI-DR1,QSO,special,/Volumes/exdisk1/data/DESI/cosmos_quasar/DESI-39089837395054696.fits
39089837395054656,saved,DESI-DR1,STAR,special,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-39089837395054656.fits
39627841607829472,not_in_dr1_or_edr,,STAR,sv1,
39089837550128256,not_in_dr1_or_edr,,GALAXY,special,
39089837550127104,not_in_dr1_or_edr,,STAR,special,
39089837550130712,not_in_dr1_or_edr,,GALAXY,special,
39627835568032248,saved,DESI-DR1,QSO,main,/Volumes/exdisk1/data/DESI/cosmos_quasar/DESI-39627835568032248.fits
2305843037793688576,not_in_dr1_or_edr,,STAR,main,
39627835568032176,not_in_dr1_or_edr,,STAR,sv3,
39089837550120112,not_in_dr1_or_edr,,QSO,special,
39627835568032008,not_in_dr1_or_edr,,STAR,sv3,
39089837550110424,not_in_dr1_or_edr,,GALAXY,special,
-826419003,not_in_dr1_or_edr,,GALAXY,special,
39089837550128624,not_in_dr1_or_edr,,GALAXY,special,
39089837550112176,not_in_dr1_or_edr,,GALAXY,special,
39089837545923520,not_in_dr1_or_edr,,STAR,special,
39627841607830160,saved,DESI-DR1,STAR,sv3,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-39627841607830160.fits
39627841607829888,not_in_dr1_or_edr,,GALAXY,sv3,
39089837545923488,not_in_dr1_or_edr,,STAR,special,
2305843037793692672,saved,DESI-DR1,STAR,sv3,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-2305843037793692672.fits
39627841607829520,not_in_dr1_or_edr,,GALAXY,sv3,
39089837550144456,not_in_dr1_or_edr,,STAR,special,
39089837550135608,not_in_dr1_or_edr,,GALAXY,special,
39089837550117440,not_in_dr1_or_edr,,STAR,special,
39089837550110064,not_in_dr1_or_edr,,GALAXY,special,
39627841607830656,not_in_dr1_or_edr,,QSO,sv3,
39089837550124664,not_in_dr1_or_edr,,STAR,special,
39627841607830456,not_in_dr1_or_edr,,QSO,sv3,
39089837395054776,saved,DESI-DR1,STAR,special,/Volumes/exdisk1/data/DESI/cosmos_star/DESI-39089837395054776.fits
