id,primary_id,telescope,hst_tile,jwst_tile,euclid_tile,host_ra,host_dec,sn_ra,sn_dec,sn_host_sep_arcsec,host_z,best_band,best_snr,n_bands_detected,combined_sigma,max_snr_detect,quality_flag,diff_mag_F115W,diff_mag_F150W,diff_mag_F277W,diff_mag_F444W,diff_mag_VIS,diff_mag_Y,diff_mag_J,diff_mag_H,diff_snr_F115W,diff_snr_F150W,diff_snr_F277W,diff_snr_F444W,diff_snr_VIS,diff_snr_Y,diff_snr_J,diff_snr_H,composite_confidence,mag_Y_tight,snr_Y_tight,mag_J_tight,snr_J_tight,mag_H_tight,snr_H_tight,hst_pm_neighbor_sep,hst_pm_neighbor_pid,hst_pm_neighbor_snr
cand_00075,522185,JWST+EUCLID,088,B4,101545698,150.3867339,2.4668389,150.3867339,2.4668389,0.000,-1,F277W,132.91,3,2.608,132.91,v04_diff_candidate,-1,-1,25.68,29.78,30.29,21.76,21.04,20.84,-2.70,-2.91,132.91,2.11,1.64,5.23,9.35,13.56,2.6076,-1,-0.32,-1,-0.37,24.21,2.16,,,
cand_00076,92777,JWST+EUCLID,053,A3,101542817,150.1430186,2.1080334,150.1430186,2.1080334,0.000,-1,F277W,130.50,3,2.601,130.50,v04_diff_candidate,31.35,-1,25.38,25.41,-1,21.13,20.94,21.89,3.79,-5.08,130.50,91.09,-0.94,7.62,8.20,3.57,2.6013,26.34,0.20,-1,-1.56,-1,-1.06,,,
cand_00077,401202,JWST+EUCLID,090,B1,101545697,150.0214383,2.5723544,150.0214383,2.5723544,0.000,-1,F444W,36.83,4,2.592,36.83,v04_diff_candidate,29.78,29.18,27.96,27.06,32.71,-1,21.21,21.82,13.20,31.11,28.13,36.83,0.16,-0.52,10.25,5.68,2.5923,24.88,1.32,22.62,9.69,24.10,2.23,,,
cand_00078,530306,JWST+EUCLID,087,B4,101545698,150.4165063,2.5079988,150.4165063,2.5079988,0.000,-1,F277W,123.97,3,2.583,123.97,v04_diff_candidate,-1,-1,25.62,29.41,30.71,21.76,21.78,22.86,-8.65,-2.45,123.97,2.69,0.88,5.88,5.08,1.71,2.5832,23.21,5.47,25.37,0.63,-1,-0.86,,,
cand_00079,78662,JWST+EUCLID,054,A3,101542817,150.0076122,2.0546890,150.0076122,2.0546890,0.000,-1,F277W,123.09,3,2.581,123.09,v04_diff_candidate,30.90,-1,25.42,25.52,30.13,23.98,21.15,22.64,2.77,-0.20,123.09,77.24,0.98,0.67,7.69,1.70,2.5807,-1,-1.13,24.95,0.77,-1,-3.34,,,
cand_00080,432380,JWST+EUCLID,089,B2,101545697,150.1002168,2.4967552,150.1002168,2.4967552,0.000,-1,F444W,121.66,3,2.576,121.66,v04_diff_candidate,32.11,-1,26.01,24.84,-1,21.52,21.78,21.87,1.68,-0.76,94.59,121.66,-0.51,5.42,3.34,3.95,2.5764,28.97,0.02,-1,-0.69,23.55,2.44,,,
cand_00081,444449,JWST+EUCLID,089,B2,101545697,150.1554594,2.5624737,150.1554594,2.5624737,0.000,-1,F444W,118.59,3,2.567,118.59,v04_diff_candidate,30.47,29.09,27.30,25.37,-1,23.38,-1,21.33,6.27,18.09,34.07,118.59,-0.39,0.87,-0.24,5.03,2.5671,-1,-0.47,27.38,0.05,23.15,2.49,,,
cand_00082,312507,JWST,041,A9,101541377,150.1373868,1.8103146,150.1373868,1.8103146,0.000,-1,F444W,114.47,3,2.554,114.47,v04_diff_candidate,28.32,27.92,25.65,25.42,-1,-1,-1,-1,10.26,17.08,98.38,114.47,0.00,0.00,0.00,0.00,2.5538,-1,0.00,-1,0.00,-1,0.00,,,
cand_00083,577732,JWST+EUCLID,066,B6,101544256,149.9174285,2.2922725,149.9174285,2.2922725,0.000,-1,F444W,114.29,3,2.553,114.29,v04_diff_candidate,30.84,31.79,27.94,25.46,29.87,21.85,21.79,21.45,3.10,1.34,17.66,114.29,2.44,5.45,4.27,4.28,2.5532,24.23,2.20,24.55,1.37,23.58,3.66,,,
cand_00084,313386,JWST,041,A9,101541377,150.1349186,1.8178887,150.1349186,1.8178887,0.000,-1,F277W,113.37,3,2.550,113.37,v04_diff_candidate,28.01,27.69,25.65,25.49,-1,-1,-1,-1,14.68,21.12,113.37,109.70,0.00,0.00,0.00,0.00,2.5501,-1,0.00,-1,0.00,-1,0.00,,,
cand_00085,503962,JWST+EUCLID,076,B4,101544258,150.2971718,2.3779670,150.2971718,2.3779670,0.000,-1,F444W,96.54,3,2.485,96.54,v04_diff_candidate,32.04,30.83,27.62,25.99,30.77,21.25,21.84,21.61,1.86,8.63,34.51,96.54,0.62,5.46,2.26,2.54,2.4852,25.83,0.25,24.79,0.47,-1,-0.83,,,
cand_00086,21347,JWST+EUCLID,067,A1,101544256,149.8299145,2.2652278,149.8299145,2.2652278,0.000,-1,F150W,32.46,4,2.475,32.46,v04_diff_candidate,-1,27.38,-1,32.08,29.47,21.93,21.37,21.04,-6.42,32.46,-1.65,0.31,3.53,5.07,7.11,9.47,2.4749,24.17,2.10,-1,-0.19,24.90,0.92,,,
cand_00087,105233,JWST+EUCLID,065,A3,101544257,150.1210661,2.1959535,150.1210661,2.1959535,0.000,-1,F277W,90.99,3,2.459,90.99,v04_diff_candidate,29.96,28.95,26.64,26.35,30.37,22.83,22.19,21.02,13.55,29.05,90.99,43.16,1.72,1.45,2.23,6.34,2.4594,25.59,0.51,23.95,2.00,22.78,7.02,,,
cand_00088,270876,JWST,041,A8,101541377,150.0610796,1.8232262,150.0610796,1.8232262,0.000,-1,F277W,90.49,3,2.457,90.49,v04_diff_candidate,28.25,27.94,25.81,25.59,-1,-1,-1,-1,14.23,16.09,90.49,84.34,0.00,0.00,0.00,0.00,2.4570,-1,0.00,-1,0.00,-1,0.00,,,
cand_00089,780696,JWST+EUCLID,063,B10,101544258,150.4595468,2.2005541,150.4595468,2.2005541,0.000,-1,F277W,31.65,4,2.451,31.65,v04_diff_candidate,-1,31.68,27.28,27.52,29.96,21.03,21.22,20.14,-1.22,1.76,31.65,19.85,1.48,9.24,6.84,20.02,2.4512,24.48,1.32,-1,-0.35,23.45,3.40,,,
cand_00090,350246,JWST,028,A10,101541378,150.2455401,1.7699577,150.2455401,1.7699577,0.000,-1,F277W,83.54,3,2.421,83.54,v04_diff_candidate,28.46,27.25,26.50,26.42,-1,-1,-1,-1,24.95,33.78,83.54,64.58,0.00,0.00,0.00,0.00,2.4205,-1,0.00,-1,0.00,-1,0.00,,,
cand_00091,93678,JWST+EUCLID,066,A2,101544257,150.0357383,2.1532586,150.0357383,2.1532586,0.000,-1,F444W,79.35,3,2.396,79.35,v04_diff_candidate,31.15,30.14,26.93,26.08,26.81,18.91,18.63,18.38,2.26,5.96,47.22,79.35,6.40,26.03,21.08,22.46,2.3960,-1,-1.49,-1,-1.58,23.64,0.59,,,
cand_00092,685729,JWST+EUCLID,077,B8,101544257,150.1183629,2.3665037,150.1183629,2.3665037,0.000,-1,F277W,70.65,3,2.338,70.65,v04_diff_candidate,-1,36.16,26.30,26.28,30.93,22.10,21.37,22.53,-2.42,0.05,70.65,43.23,0.90,4.03,7.53,3.26,2.3381,-1,-1.72,25.03,0.89,25.09,1.08,,,
cand_00093,17804,JWST+EUCLID,067,A1,101544256,149.7981174,2.2525802,149.7981174,2.2525802,0.000,-1,F444W,61.70,3,2.266,61.70,v04_diff_candidate,30.20,30.58,28.19,26.42,-1,22.71,21.71,21.66,9.18,10.92,18.59,61.70,-1.07,2.38,6.45,6.81,2.2656,-1,-1.70,25.00,1.12,23.84,3.03,,,
cand_00094,766994,JWST+EUCLID,063,B10,101544258,150.4362080,2.2307433,150.4362080,2.2307433,0.000,-1,F277W,54.40,3,2.194,54.40,v04_diff_candidate,35.86,31.67,26.13,24.75,29.89,21.31,20.47,19.58,0.05,2.99,54.40,54.10,2.23,9.86,14.15,25.10,2.1936,-1,-3.48,23.98,1.69,23.39,2.54,,,
cand_00095,726183,JWST+EUCLID,064,B9,101544258,150.2624953,2.2922535,150.2624953,2.2922535,0.000,-1,F277W,54.11,3,2.190,54.11,v04_diff_candidate,29.19,29.05,27.17,26.81,29.83,21.87,20.90,21.07,8.76,16.44,54.11,53.11,3.20,2.98,5.09,5.65,2.1904,23.90,1.37,23.17,1.86,22.64,3.82,,,
cand_00096,335351,JWST+EUCLID,053,A9,101542818,150.2007268,1.9674227,150.2007268,1.9674227,0.000,-1,F444W,50.74,3,2.152,50.74,v04_diff_candidate,31.25,33.25,29.24,26.46,30.83,21.71,22.20,21.42,1.19,0.44,6.41,50.74,1.02,5.74,3.32,6.73,2.1518,-1,-0.10,24.95,0.88,23.53,3.57,,,
cand_00097,411222,JWST+EUCLID,102,B1,101547135,149.9256306,2.6780852,149.9256306,2.6780852,0.000,-1,F277W,50.72,3,2.152,50.72,v04_diff_candidate,30.72,-1,26.48,26.62,-1,22.30,21.23,22.46,2.59,-3.35,50.72,25.55,-0.03,4.23,9.20,3.05,2.1516,-1,-1.54,24.55,1.44,-1,-3.31,,,
cand_00098,83030,JWST+EUCLID,053,A3,101542817,150.1093114,2.0482443,150.1093114,2.0482443,0.000,-1,F277W,47.26,3,2.108,47.26,v04_diff_candidate,32.57,-1,26.68,29.99,-1,21.96,23.40,21.89,1.00,-2.26,47.26,1.89,-0.73,5.02,1.27,5.39,2.1079,-1,-0.06,24.48,1.57,24.28,2.23,,,
cand_00099,685938,JWST+EUCLID,077,B8,101544258,150.2212665,2.3306908,150.2212665,2.3306908,0.000,-1,F277W,22.17,4,2.103,22.17,v04_diff_candidate,30.91,-1,27.24,27.61,30.34,21.29,20.80,21.43,4.40,-0.01,22.17,11.86,1.27,8.63,12.78,7.25,2.1030,-1,-0.83,23.75,2.98,-1,-4.62,,,
cand_00100,509166,JWST+EUCLID,076,B4,101545698,150.3004880,2.4102256,150.3004880,2.4102256,0.000,-1,F277W,45.04,3,2.078,45.04,v04_diff_candidate,-1,-1,26.98,29.24,33.69,21.91,24.37,21.38,-5.82,-1.44,45.04,3.39,0.07,5.34,0.48,8.33,2.0775,-1,-0.96,-1,-1.33,23.88,2.71,,,
cand_00101,229815,JWST,043,A7,101542816,149.8658909,1.8944477,149.8658909,1.8944477,0.000,-1,F277W,44.44,3,2.069,44.44,v04_diff_candidate,28.22,27.76,25.00,24.52,-1,-1,-1,-1,15.93,13.10,44.44,24.38,0.00,0.00,0.00,0.00,2.0689,-1,0.00,-1,0.00,-1,0.00,,,
cand_00102,397321,JWST+EUCLID,090,B1,101545696,149.9821947,2.5564194,149.9821947,2.5564194,0.000,-1,F277W,44.17,3,2.065,44.17,v04_diff_candidate,32.05,31.37,26.86,33.73,30.01,21.25,22.33,21.41,1.06,2.31,44.17,0.05,2.53,9.52,3.43,6.38,2.0650,23.86,2.80,-1,-4.01,-1,-1.03,,,
cand_00103,547292,JWST+EUCLID,075,B5,101544259,150.4680060,2.3327826,150.4680060,2.3327826,0.000,-1,F277W,42.25,3,2.036,42.25,v04_diff_candidate,-1,31.11,26.49,27.66,29.67,21.40,20.13,19.63,-0.61,3.45,42.25,6.83,2.49,7.98,15.70,20.08,2.0362,23.94,2.45,24.22,1.13,23.07,2.43,,,
cand_00104,480978,JWST+EUCLID,088,B3,101545698,150.2808647,2.4943777,150.2808647,2.4943777,0.000,-1,F444W,41.95,3,2.031,41.95,v04_diff_candidate,31.70,29.93,27.91,26.57,-1,23.67,21.95,21.76,2.90,10.98,23.15,41.95,-3.03,1.03,4.74,5.34,2.0315,26.16,0.34,23.48,3.73,24.43,1.63,,,
cand_00105,93208,JWST+EUCLID,066,A3,101544257,150.0393206,2.1491308,150.0393206,2.1491308,0.000,-1,F277W,34.59,3,2.003,34.59,v04_diff_candidate,29.74,29.70,27.27,26.81,27.58,19.35,19.00,18.85,7.41,14.22,34.59,31.49,8.58,30.76,36.46,40.20,2.0033,-1,-0.33,23.63,1.66,23.31,2.38,,,
cand_00106,251892,JWST,054,A7,101542816,149.9183539,2.0319823,149.9183539,2.0319823,0.000,-1,F277W,1285.56,2,1.969,1285.56,v04_diff_candidate,31.64,30.78,23.28,23.67,30.57,-1,24.29,24.51,1.79,5.72,1285.56,468.02,1.21,-5.56,0.54,0.42,1.9694,-1,-0.89,-1,-4.87,-1,-2.53,,,
cand_00107,7688,JWST,067,A1,101544256,149.8147493,2.1722352,149.8147493,2.1722352,0.000,-1,F277W,1241.40,2,1.968,1241.40,v04_diff_candidate,31.52,31.12,23.25,23.78,-1,-1,-1,-1,6.89,6.38,1241.40,498.61,-0.12,-2.13,-1.05,-2.05,1.9683,-1,-0.01,-1,-0.09,-1,-0.56,,,
cand_00108,547414,JWST,075,B5,101544259,150.4910588,2.3255870,150.4910588,2.3255870,0.000,-1,F277W,1122.03,2,1.965,1122.03,v04_diff_candidate,31.30,31.72,23.46,23.78,-1,-1,21.50,-1,4.50,2.74,1122.03,438.71,-0.14,-0.06,2.33,-2.24,1.9650,-1,-0.98,23.47,1.49,-1,-0.12,,,
cand_00109,392510,JWST,090,B1,101545696,149.9124936,2.5469909,149.9124936,2.5469909,0.000,-1,F277W,1081.42,2,1.964,1081.42,v04_diff_candidate,30.47,32.24,23.40,23.66,-1,-1,-1,22.23,5.81,1.83,1081.42,484.56,-0.46,-3.30,-0.78,4.66,1.9637,-1,-2.16,-1,-1.05,-1,-2.47,,,
cand_00110,567166,JWST,074,B5,101545699,150.5784937,2.4520003,150.5784937,2.4520003,0.000,-1,F277W,1070.34,2,1.963,1070.34,v04_diff_candidate,-1,-1,23.14,23.39,-1,20.17,20.36,-1,-5.20,-3.66,1070.34,519.59,0.00,4.87,4.59,-1.28,1.9633,23.76,0.59,22.65,2.04,-1,-2.31,,,
cand_00111,7689,JWST,067,A1,101544256,149.7805508,2.1846755,149.7805508,2.1846755,0.000,-1,F277W,1065.35,2,1.963,1065.35,v04_diff_candidate,-1,-1,23.36,23.40,31.45,23.22,-1,22.30,-2.12,-0.46,1065.35,705.16,0.60,1.59,-3.64,2.31,1.9631,-1,-3.21,-1,-6.45,-1,-0.27,,,
cand_00112,367978,JWST,040,A10,101542818,150.2940264,1.8953316,150.2940264,1.8953316,0.000,-1,F277W,1016.60,2,1.961,1016.60,v04_diff_candidate,-1,-1,23.40,23.70,-1,23.85,-1,25.83,-1.34,-2.67,1016.60,475.13,-0.15,0.50,-1.66,0.09,1.9614,23.89,1.53,-1,-2.83,25.17,0.60,,,
cand_00113,125004,JWST,053,A4,101542818,150.2245712,2.0231801,150.2245712,2.0231801,0.000,-1,F277W,990.79,2,1.960,990.79,v04_diff_candidate,30.64,-1,23.45,23.69,-1,-1,23.83,22.82,5.52,-0.97,990.79,526.90,-2.55,-0.39,0.89,2.03,1.9604,-1,-1.79,-1,-0.55,-1,-0.21,,,
cand_00114,140481,JWST,053,A4,101542818,150.2234542,2.1261714,150.2234542,2.1261714,0.000,-1,F277W,970.26,2,1.960,970.26,v04_diff_candidate,32.04,30.69,23.47,23.76,-1,-1,22.04,21.97,1.13,6.00,970.26,481.53,-0.24,-1.65,1.12,0.90,1.9596,-1,-0.77,24.85,0.36,-1,-0.53,,,
cand_00115,277732,JWST,042,A8,101542817,150.0561802,1.8792200,150.0561802,1.8792200,0.000,-1,F277W,947.58,2,1.959,947.58,v04_diff_candidate,31.25,-1,23.56,23.43,28.51,-1,-1,-1,2.93,-1.47,947.58,629.32,1.65,0.00,0.00,0.00,1.9587,-1,0.00,-1,0.00,-1,0.00,,,
cand_00116,140480,JWST,052,A4,101542818,150.2917365,2.1013191,150.2917365,2.1013191,0.000,-1,F277W,905.97,2,1.957,905.97,v04_diff_candidate,-1,-1,23.40,23.65,30.23,20.66,20.01,19.61,-4.10,-2.88,905.97,473.53,0.48,0.70,1.14,1.86,1.9568,-1,-0.08,23.57,0.12,24.10,0.08,,,
cand_00117,251895,JWST,055,A6,101542816,149.8500384,2.0568256,149.8500384,2.0568256,0.000,-1,F277W,903.95,2,1.957,903.95,v04_diff_candidate,30.42,-1,23.56,23.50,31.21,22.84,-1,22.22,3.96,-2.62,903.95,583.11,0.70,1.77,-1.39,2.03,1.9567,-1,-0.38,-1,-2.12,25.90,0.22,,,
cand_00118,406310,JWST,102,B1,101547135,149.9461741,2.6372498,149.9461741,2.6372498,0.000,-1,F277W,891.64,2,1.956,891.64,v04_diff_candidate,33.79,32.83,23.50,23.91,29.85,21.93,21.81,21.64,0.47,1.19,891.64,354.42,2.64,0.43,0.33,0.33,1.9561,-1,-0.13,-1,-0.33,-1,-0.24,,,
cand_00119,237279,JWST,042,A7,101542816,149.9195696,1.9289520,149.9195696,1.9289520,0.000,-1,F277W,883.19,2,1.956,883.19,v04_diff_candidate,-1,30.37,23.40,23.79,28.80,20.24,22.32,-1,-4.16,4.53,883.19,437.21,2.12,5.31,0.67,-1.14,1.9557,21.76,4.95,-1,-1.79,-1,-3.19,,,
cand_00120,368398,JWST,040,A10,101542818,150.2969502,1.8980736,150.2969502,1.8980736,0.000,-1,F277W,872.36,2,1.955,872.36,v04_diff_candidate,31.37,-1,23.62,24.16,31.17,-1,-1,-1,1.96,-2.58,872.36,330.51,0.63,-2.46,-2.81,-5.16,1.9552,-1,-3.00,-1,-1.61,-1,-2.43,,,
cand_00121,515723,JWST,076,B4,101545698,150.3028818,2.4532957,150.3028818,2.4532957,0.000,-1,F277W,860.81,2,1.955,860.81,v04_diff_candidate,-1,-1,23.55,23.92,30.37,-1,-1,-1,-0.01,-5.55,860.81,315.76,1.29,-3.20,-4.88,-4.23,1.9546,-1,-2.26,-1,-3.46,-1,-0.59,,,
cand_00122,169030,JWST+EUCLID,052,A5,101542818,150.3124582,2.0382044,150.3124582,2.0382044,0.000,-1,F277W,37.39,3,1.955,37.39,v04_diff_candidate,31.05,-1,27.31,27.15,-1,25.00,-1,21.83,2.08,-2.13,37.39,20.74,-0.33,0.33,-2.38,5.44,1.9546,-1,-0.04,-1,-3.60,26.06,0.36,,,
cand_00123,714821,JWST,064,B9,101544258,150.3247499,2.1919045,150.3247499,2.1919045,0.000,-1,F277W,843.37,2,1.954,843.37,v04_diff_candidate,34.38,-1,23.63,23.71,31.07,-1,22.32,21.86,0.11,-4.58,843.37,517.15,0.95,-0.94,3.19,4.70,1.9537,-1,-1.48,25.33,0.71,24.61,1.40,,,
cand_00124,210800,JWST,055,A6,101542816,149.7504619,2.0968766,149.7504619,2.0968766,0.000,-1,F277W,825.22,2,1.953,825.22,v04_diff_candidate,-1,-1,23.79,24.63,-1,22.20,-1,22.59,-0.95,-4.30,825.22,239.92,-1.27,1.86,-1.39,0.87,1.9527,24.97,0.93,-1,-3.89,-1,-0.67,,,
cand_00125,237779,JWST,042,A8,101542817,149.9565712,1.9193358,149.9565712,1.9193358,0.000,-1,F277W,798.45,2,1.951,798.45,v04_diff_candidate,30.08,29.87,23.71,25.01,-1,21.28,23.11,-1,5.52,4.42,798.45,154.03,-0.67,2.08,0.33,-3.35,1.9511,25.62,0.12,-1,-0.64,-1,-3.99,,,
cand_00126,721820,JWST,064,B9,101544258,150.2709924,2.2597253,150.2709924,2.2597253,0.000,-1,F277W,793.52,2,1.951,793.52,v04_diff_candidate,31.42,30.93,23.62,23.82,32.56,-1,20.85,21.89,2.61,4.01,793.52,375.09,0.24,-0.66,5.42,1.87,1.9508,-1,-1.49,23.37,1.74,25.30,0.27,,,
cand_00127,404297,JWST,090,B1,101547135,149.9415856,2.6235891,149.9415856,2.6235891,0.000,-1,F277W,783.38,2,1.950,783.38,v04_diff_candidate,-1,32.63,23.74,23.90,-1,-1,-1,-1,-1.37,0.93,783.38,349.81,-0.90,-0.53,-0.31,-1.24,1.9502,-1,-1.49,25.26,0.80,-1,-1.10,,,
cand_00128,736945,JWST,076,B4,101544258,150.3039913,2.3503168,150.3039913,2.3503168,0.000,-1,F277W,782.94,2,1.950,782.94,v04_diff_candidate,-1,-1,23.60,23.69,31.29,-1,25.05,22.65,-4.34,-5.20,782.94,396.65,0.77,-1.51,0.24,2.27,1.9502,25.78,0.54,24.65,1.19,24.92,0.87,,,
cand_00129,398969,JWST,090,B1,101545696,149.9270651,2.5899560,149.9270651,2.5899560,0.000,-1,F277W,776.29,2,1.950,776.29,v04_diff_candidate,-1,-1,23.54,23.74,29.38,20.75,20.44,19.85,-6.01,-6.32,776.29,395.87,1.93,4.74,5.93,11.70,1.9498,-1,-0.28,24.16,0.59,23.60,1.00,,,
cand_00130,774640,JWST,063,B5,101544259,150.5124482,2.2708314,150.5124482,2.2708314,0.000,-1,F277W,766.61,2,1.949,766.61,v04_diff_candidate,-1,-1,23.42,23.60,-1,21.50,21.32,-1,-1.97,-0.73,766.61,431.71,-1.45,3.25,3.33,-0.68,1.9491,24.32,0.80,24.23,0.72,24.54,0.66,,,
cand_00131,729799,JWST,076,B9,101544258,150.2900980,2.3070157,150.2900980,2.3070157,0.000,-1,F277W,759.51,2,1.949,759.51,v04_diff_candidate,-1,32.05,23.55,23.72,30.13,-1,22.51,-1,-1.40,2.16,759.51,415.40,2.30,-0.84,2.33,-4.38,1.9487,-1,-1.64,-1,-0.97,-1,-0.99,,,
cand_00132,757151,JWST,064,B10,101544258,150.3936956,2.1667360,150.3936956,2.1667360,0.000,-1,F277W,749.86,2,1.948,749.86,v04_diff_candidate,31.42,30.95,23.71,23.69,34.13,21.41,21.28,20.36,2.54,4.06,749.86,455.33,0.04,0.26,0.17,0.31,1.9480,-1,-0.01,-1,-0.04,23.81,0.06,,,
cand_00133,372442,JWST,040,A10,101542818,150.3734286,1.9038712,150.3734286,1.9038712,0.000,-1,F277W,741.23,2,1.947,741.23,v04_diff_candidate,-1,32.67,23.72,23.84,-1,-1,-1,-1,-1.51,0.57,741.23,406.38,-0.01,-1.44,-2.43,-3.36,1.9475,-1,-4.80,24.49,0.95,-1,-1.50,,,
cand_00134,671269,JWST,065,B8,101544257,150.1546245,2.2537020,150.1546245,2.2537020,0.000,-1,F277W,736.38,2,1.947,736.38,v04_diff_candidate,-1,31.62,23.73,23.94,-1,21.17,20.43,20.79,-2.23,2.70,736.38,329.75,-1.79,3.08,4.41,2.83,1.9471,-1,-0.55,-1,-0.26,-1,-0.54,,,
cand_00135,403896,JWST,090,B1,101545696,149.9728324,2.6089673,149.9728324,2.6089673,0.000,-1,F277W,731.48,2,1.947,731.48,v04_diff_candidate,-1,-1,23.84,24.94,32.28,23.58,-1,-1,-1.58,-0.80,731.48,154.04,0.32,0.51,-0.43,-0.85,1.9468,26.00,0.20,26.46,0.08,-1,-0.06,,,
cand_00136,548792,JWST,075,B5,101544258,150.4597734,2.3478882,150.4597734,2.3478882,0.000,-1,F277W,730.23,2,1.947,730.23,v04_diff_candidate,30.81,-1,23.63,23.88,-1,21.44,21.40,20.44,4.69,-7.45,730.23,354.18,-0.48,0.45,0.25,0.45,1.9467,-1,-0.04,-1,-0.02,-1,-0.02,,,
cand_00137,560018,JWST,075,B5,101545698,150.4557645,2.4410239,150.4557645,2.4410239,0.000,-1,F277W,725.56,2,1.946,725.56,v04_diff_candidate,-1,-1,23.67,23.77,29.59,21.11,20.58,20.49,-4.71,-7.49,725.56,446.93,2.43,1.47,1.50,1.18,1.9463,-1,-0.89,-1,-1.28,-1,-0.48,,,
cand_00138,196674,JWST,055,A6,101542816,149.7516942,1.9938432,149.7516942,1.9938432,0.000,-1,F277W,721.66,2,1.946,721.66,v04_diff_candidate,31.23,-1,23.71,23.86,30.48,22.25,-1,-1,3.13,-0.71,721.66,408.52,0.71,1.27,-3.60,-10.30,1.9461,-1,-0.08,-1,-2.46,-1,-5.00,,,
cand_00139,650694,JWST,090,B1,101545697,149.9965800,2.4620938,149.9965800,2.4620938,0.000,-1,F277W,704.95,2,1.945,704.95,v04_diff_candidate,-1,31.39,23.61,23.85,-1,-1,-1,-1,-1.47,3.06,704.95,367.41,-0.68,-2.67,-4.87,-1.19,1.9448,28.58,0.04,-1,-2.01,-1,-2.23,,,
cand_00140,755756,JWST,064,B10,101544258,150.3566702,2.1692833,150.3566702,2.1692833,0.000,-1,F277W,695.51,2,1.944,695.51,v04_diff_candidate,-1,-1,23.89,23.99,30.43,24.69,-1,-1,-0.10,-6.40,695.51,357.61,1.75,0.42,-2.37,-3.90,1.9441,-1,-0.27,25.63,0.59,-1,-1.94,,,
cand_00141,678471,JWST,065,B8,101544257,150.2026739,2.2845740,150.2026739,2.2845740,0.000,-1,F277W,692.74,2,1.944,692.74,v04_diff_candidate,-1,-1,23.63,23.80,30.80,22.00,21.25,20.79,-3.82,-7.25,692.74,380.32,0.86,0.44,0.55,0.74,1.9439,-1,-0.10,30.49,0.00,-1,-0.17,,,
cand_00142,625518,JWST,078,B6,101544256,149.9421948,2.3123509,149.9421948,2.3123509,0.000,-1,F277W,684.72,2,1.943,684.72,v04_diff_candidate,31.80,-1,23.80,24.12,31.63,-1,21.89,25.19,1.34,-8.63,684.72,307.50,0.52,-6.78,4.30,0.25,1.9432,-1,-2.19,23.86,2.71,24.60,1.58,,,
cand_00143,561319,JWST,075,B5,101545698,150.4586327,2.4509071,150.4586327,2.4509071,0.000,-1,F277W,672.06,2,1.942,672.06,v04_diff_candidate,29.96,30.49,23.81,24.02,-1,24.93,25.66,-1,8.96,9.81,672.06,335.21,-0.86,0.35,0.18,-3.16,1.9422,-1,-0.91,-1,-0.05,-1,-2.46,,,
cand_00144,769144,JWST,063,B10,101544258,150.4610185,2.2417600,150.4610185,2.2417600,0.000,-1,F277W,670.91,2,1.942,670.91,v04_diff_candidate,31.66,-1,23.65,24.36,34.00,23.18,-1,23.00,1.72,-0.76,670.91,242.92,0.04,1.47,-4.50,1.95,1.9421,24.93,1.04,-1,-2.34,-1,-0.66,,,
cand_00145,521345,JWST,075,B4,101545698,150.4177891,2.4489666,150.4177891,2.4489666,0.000,-1,F277W,658.07,2,1.941,658.07,v04_diff_candidate,-1,-1,23.80,23.99,30.16,22.26,24.57,23.11,-5.22,-2.56,658.07,328.95,1.99,4.31,0.44,1.87,1.9410,23.62,4.46,-1,-2.08,-1,-2.05,,,
cand_00146,676353,JWST,065,B8,101544257,150.1667942,2.2818334,150.1667942,2.2818334,0.000,-1,F277W,656.35,2,1.941,656.35,v04_diff_candidate,-1,-1,23.69,24.10,-1,-1,-1,22.37,-1.39,-6.12,656.35,279.28,-0.14,-4.05,-0.68,2.03,1.9409,-1,-3.53,23.31,3.49,-1,-0.42,,,
cand_00147,436471,JWST,089,B2,101545697,150.0636921,2.5402782,150.0636921,2.5402782,0.000,-1,F277W,649.28,2,1.940,649.28,v04_diff_candidate,30.50,-1,23.61,23.88,-1,21.47,20.58,20.49,4.71,-3.38,649.28,343.30,-0.78,1.16,1.35,0.88,1.9402,23.64,0.43,23.88,0.20,-1,-0.03,,,
cand_00148,522105,JWST,088,B4,101545698,150.3874535,2.4658625,150.3874535,2.4658625,0.000,-1,F277W,649.21,2,1.940,649.21,v04_diff_candidate,31.06,-1,23.97,24.35,28.93,20.51,20.23,20.17,5.01,-4.89,649.21,246.03,4.69,14.27,19.65,17.35,1.9402,-1,-1.76,-1,-3.93,-1,-5.46,,,
cand_00149,508501,JWST,076,B4,101545698,150.3914275,2.3727596,150.3914275,2.3727596,0.000,-1,F277W,644.43,2,1.940,644.43,v04_diff_candidate,31.24,-1,23.81,23.91,30.27,22.93,21.81,21.77,3.24,-2.18,644.43,350.34,1.97,2.52,4.00,4.44,1.9398,-1,-0.45,24.70,1.06,-1,-0.66,,,
cand_00150,736946,JWST,076,B4,101544258,150.3723031,2.3254715,150.3723031,2.3254715,0.000,-1,F277W,644.10,2,1.940,644.10,v04_diff_candidate,-1,32.13,23.58,23.81,32.88,-1,22.51,23.31,-2.14,1.47,644.10,396.38,0.16,-3.63,3.27,1.59,1.9398,-1,-0.62,23.88,2.89,-1,-3.10,,,
